Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
驯鹿肉,肉类,0.022,167,0,0.109,0.00026,4.4,0,5.00E-06,0.0062,0.027,1.3,0,0.06,0.03,0,0.233,0.62,0.31,30,1.7,1.40E-05,0.06,,0,0,0.00025,6.60E-06,0.0009,0.0058,0.0027,0.00032,0.003,0.0053,0.123,,0.0012,0.0013,0.0025,0.0027,9.00E-05,0.00067,0.0013,,0,0.0013,0.00046,0.0014,0,0.0004,1.40E-06,,,,,,,
山羊,肉类,0.017,143,0,0.075,0.0003,3,0,5.00E-06,0.0037,0,1.4,0,0,0,0,0.201,0.23,0.405,27,0.93,1.20E-05,0.086,,0,0,9.00E-05,1.20E-06,0.00061,0.004,,0,0,0.0053,0.106,,0.00057,0.0014,0.0023,0.002,4.00E-05,0.00073,0.00094,,0,0.0013,0.0004,0.0015,0,0.00034,1.20E-06,,,,,,,
马肉,肉类,0.008,175,0,0.068,0.00017,6.1,0,,0.005,0.025,2.1,0,,,,0.247,0.85,0.379,28,1.9,1.40E-05,0.055,,0,0,0.0001,3.20E-06,0.00012,0.0048,,0.00033,0.002,0.0038,,,0.0011,0.0013,0.0022,0.0024,2.00E-05,0.00062,0.0012,,,0.0013,0.00035,0.0015,,,,,,,,,,
兔肉,肉类,0.018,173,0,0.123,0.00018,3.5,0,8.00E-06,0.0049,0.031,0.95,0,0,0,0,0.24,0.68,0.343,33,1.1,1.50E-05,0.045,,0,0,2.00E-05,6.50E-06,7.00E-05,0.0064,,0.00034,0,0.0024,0.13,,0.00093,0.0016,0.0026,0.0029,,0.00083,0.0014,,0,0.0015,0.00044,0.0017,0,0.00041,1.50E-06,,,,,,,
麋鹿,肉类,0.005,162,0,0.072,0.00035,3.4,0,9.00E-06,0.0041,0.029,0.97,0,,,,0.285,0.16,0.392,31,1.3,1.10E-05,0.05,,0,0,0.00014,3.00E-06,0.00037,0.0061,0.0012,0.00049,0,0.0041,,,0.00095,0.0013,0.0023,0.0025,2.00E-05,0.00076,0.0011,,0,0.0012,0.00028,0.0014,,0.00055,,,0,0,,,,
鹿肉,肉类,0.005,149,0,0.088,0.00025,2.4,0,9.00E-06,0.0043,0.033,0.55,0,0,0,0,0.299,0.13,0.434,30,1.1,1.10E-05,0.057,,0,0,0.00026,3.60E-06,0.00056,0.0088,0.00086,0.00061,0,0.004,,,0.0009,0.0013,0.0023,0.0024,2.00E-05,0.0007,0.0011,,0,0.0011,0.00027,0.0015,,0.00062,,,0,0,,,,
牛肩肉牛排,肉类,0.016,277,0,0.087,8.00E-05,20,0,6.00E-06,0.0025,0.022,9.5,0,0,0,0,0.193,0.81,0.325,25,8.7,2.80E-05,0.071,1.3,25,7.00E-06,7.00E-05,3.00E-06,0.00019,0.0047,0.00075,0.00037,0,0.0087,0.079,,0.00081,0.0011,0.002,0.0022,1.00E-05,0.00071,0.00095,,0,0.0011,0.00028,0.0011,1.00E-07,0.0001,1.60E-06,0.04,0.01,,,,0.62,
肋眼牛排,肉类,0.011,291,0,0.08,8.00E-05,22,0,6.00E-06,0.0022,0.022,11,0,0,0.01,0,0.152,1,0.26,24,9.7,3.00E-05,0.054,1.5,25,8.00E-06,7.00E-05,2.10E-06,0.00029,0.0049,0.00054,0.00048,0,0.0059,0.049,,0.00089,0.0011,0.002,0.0023,8.00E-05,0.00064,0.00095,,0,0.0011,0.00027,0.0012,2.00E-07,0.0001,1.60E-06,0.04,0.01,,,0.02,0.7,
牛排,肉类,0.012,271,0,0.078,9.00E-05,19,0,6.00E-06,0.0024,0.023,9.2,0,0,0.01,0,0.163,0.9,0.279,25,8.4,3.20E-05,0.058,,25,7.00E-06,7.00E-05,2.20E-06,0.0003,0.0051,,0.0005,0,0.0063,,,0.00093,0.0012,0.0021,0.0024,,0.00067,0.001,,0,0.0012,0.00028,0.0012,1.00E-07,,1.60E-06,,,,,,,
牛肉,肉类,0.013,169,0,0.085,0.0001,6.5,0,7.00E-06,0.003,0.014,2.7,0,0,0.01,0,0.259,0.53,0.352,28,2.6,2.50E-05,0.054,0.38,6,2.00E-06,7.00E-05,4.20E-06,0.0004,0.0058,0.00048,0.00067,0,0.0037,0.076,,0.0012,0.0015,0.0028,0.0032,1.00E-05,0.00087,0.0013,,0,0.0015,0.00036,0.0016,1.00E-07,0.00025,1.60E-06,0.01,0,,,0.02,0.35,
羊肉,肉类,0.01,234,0.08,0.109,6.00E-05,11,,0,0.0048,0.031,4.5,0.08,,,,0.272,0.81,0.409,33,5.1,3.80E-05,0.135,,,,6.00E-05,4.40E-06,0.0003,0.0065,0.0009,0.00038,,0.0059,0.101,,0.00098,0.0016,0.0028,0.003,3.00E-05,0.00092,0.0014,,,0.0014,0.00026,0.0017,,0.0008,,0.15,0,0.03,,,,
蛙腿,肉类,0.018,73,0,0.05,0.00025,0.3,0,1.50E-05,0.0015,0.02,0.05,0,0.02,0.01,0.01,0.147,0.1,0.285,16,0.08,1.40E-05,0.058,,50,1.50E-05,0.00014,4.00E-07,0.00025,0.0012,,0.00012,0,0.001,0.065,,,,,,,,,,0,,,,2.00E-07,0.001,1.00E-07,,,,,,,
多香果,香料,0.661,263,72,0,0.00055,8.7,22,3.60E-05,0.0071,0.135,0.66,51,0,0,0,0.113,2.4,1.044,6.1,2.6,2.70E-06,0.077,0,540,2.70E-05,0.0001,0,6.00E-05,0.0029,,0.00021,0.039,0.001,,,,,,,0.0029,,,,,,,,0,,,,,,,,,
八角,香料,0.646,337,50,0,0.00091,16,15,1.00E-05,0.037,0.17,9.8,35,0,0,0,0.44,3.2,1.441,18,0.59,5.00E-06,0.016,,311,1.60E-05,0.00034,0,0.00029,0.0031,0.0008,0.00065,0.021,0.0053,,,,,,,0.0023,,,,,,,,0,,,,,,,,,
月桂叶,香料,0.834,313,75,0,0.00042,8.4,26,0.00018,0.043,0.12,1.6,49,0,0,0,0.113,2.3,0.529,7.6,2.3,2.80E-06,0.023,0,6185,0.000309,1.00E-05,0,0.00042,0.002,,0.0017,0.047,0.0037,,,,,,,0.0082,,,,,,,,0,,,,,,,,,
葛缕子,香料,0.689,333,50,0,0.00091,15,38,1.00E-05,0.016,0.258,7.1,12,0,0,0,0.568,3.3,1.351,20,0.62,1.20E-05,0.017,,363,1.80E-05,0.00038,0,0.00038,0.0036,,0.00036,0.021,0.0055,0.025,,0.00055,0.00083,0.0012,0.001,0.0013,0.00036,0.00087,,0.64,0.00076,0.00024,0.001,0,0.0025,0,,,,,,,
小豆蔻,香料,0.383,311,68,0,0.00038,6.7,28,,0.014,0.229,0.87,40,,,,0.178,0.43,1.119,11,0.68,,0.018,0,0,0,0.0002,0,0.00018,0.0011,,0.00023,0.021,0.0075,,,,,,,0.028,,,,,,,,0,,,,,,,,,
辣椒粉,香料,0.33,282,50,0,0.001,14,35,2.80E-05,0.017,0.149,3.2,15,0,0,0,0.3,8,1.95,13,2.5,2.00E-05,2.867,0,29650,0.001483,0.00025,0,0.00094,0.012,0.00089,0.0021,0.0007,0.0043,0.067,4.3,0.00018,0.00039,0.00063,0.00036,0.0017,0.00013,0.00037,,7.2,0.00027,7.00E-05,0.00054,0,0.038,0.000106,0.52,0,0.01,,,,
肉桂,香料,1.002,247,81,0,0.00034,1.2,53,6.00E-06,0.0083,0.06,0.25,27,0,0,0,0.064,0.07,0.431,4,0.35,3.10E-06,0.01,0,295,1.50E-05,2.00E-05,0,4.00E-05,0.0013,0.00036,0.00016,0.0038,0.0018,0.011,1.1,0.00012,0.00015,0.00025,0.00024,0.017,8.00E-05,0.00015,,2.2,0.00014,5.00E-05,0.00022,0,0.0023,3.10E-05,0.01,0,0,,,,
丁香粉,香料,0.632,274,66,0,0.00037,13,34,2.50E-05,0.012,0.259,1.4,32,0,0.18,0.01,0.104,3.6,1.02,6,4,7.20E-06,0.277,0.25,160,8.00E-06,0.00016,0,0.00022,0.0016,0.00051,0.00039,0.0002,0.0023,0.037,1.1,0.00013,0.00024,0.0004,0.00037,0.06,8.00E-05,0.00023,,2.4,0.00018,3.00E-05,0.00034,0,0.0088,0.000142,0.59,0.02,,,0.01,2.6,
香菜籽,香料,0.709,298,55,0,0.00098,18,42,0,0.016,0.33,14,13,,,,0.409,1.8,1.267,12,0.99,2.60E-05,0.035,,0,0,0.00024,0,0.00029,0.0021,,,0.021,0.0047,,,,,,,0.0019,,,,,,,,0,,,,,,,,,
孜然,香料,0.931,375,44,0,0.00087,22,11,1.00E-05,0.066,0.366,14,34,0,0,0,0.499,3.3,1.788,18,1.5,5.20E-06,0.168,,1270,6.40E-05,0.00063,0,0.00033,0.0046,,0.00044,0.0077,0.0048,0.025,,,,,,0.0033,,,,2.3,,,,0,0.0033,5.40E-06,,,,,,,
咖喱粉,香料,0.525,325,56,0,0.0012,14,53,5.60E-05,0.019,0.255,8.8,2.6,0,0,0,0.367,3.1,1.17,14,1.6,4.00E-05,0.052,0,19,1.00E-06,0.00018,0,0.0002,0.0033,0.0011,0.00011,0.0007,0.0047,0.064,0.79,0.00029,0.00063,0.00089,0.0007,0.0083,0.00019,0.00058,,2.8,0.00035,0.00011,0.00075,0,0.025,0.0001,0.26,0,0.01,,,,
莳萝籽,香料,1.516,305,55,0,0.00078,15,21,1.00E-05,0.016,0.256,9.4,34,0,0,0,0.277,1,1.186,16,0.73,1.20E-05,0.02,,53,3.00E-06,0.00042,0,0.00028,0.0028,,0.00025,0.021,0.0052,,,0.00032,0.00077,0.00093,0.001,0.0018,0.00014,0.00067,,,0.00058,,0.0011,0,,,,,,,,,
干莳萝草,香料,1.784,253,56,0,0.00049,4.4,14,,0.049,0.451,,42,,,,0.543,,3.308,20,0.23,,0.208,0,5850,0.000293,0.00042,0,0.00028,0.0028,,0.0017,0.05,0.0033,,,,,,,0.004,,,,,,,,0,,,,,,,,,
茴香籽,香料,1.196,345,52,0,0.0011,15,40,,0.019,0.385,9.9,12,,,,0.487,1.7,1.694,16,0.48,,0.088,,135,7.00E-06,0.00041,0,0.00035,0.0061,,0.00047,0.021,0.0037,,,0.00033,0.0007,0.001,0.00076,0.0065,0.0003,0.00065,,,0.0006,0.00025,0.00092,0,,,,,,,,,
葫芦巴,香料,0.176,323,58,0,0.0011,6.4,25,5.70E-05,0.034,0.191,,34,,,,0.296,,0.77,23,1.5,6.30E-06,0.067,0,60,3.00E-06,0.00032,0,0.00037,0.0016,,0.0006,0.003,0.0025,,,0.00067,0.0012,0.0018,0.0017,0.0012,0.00034,0.0011,,,0.0009,0.00039,0.0011,0,,,,,,,,,
蒜粉,香料,0.079,331,73,0,0.00053,0.73,9,4.70E-05,0.0057,0.077,0.12,64,0,0,0,0.414,0.18,1.193,17,0.25,2.40E-05,0.06,0,0,0,0.00044,0,0.00014,0.0008,0.00074,0.0017,0.0012,0.003,0.068,0.31,0.00026,0.00041,0.00073,0.00077,0.00098,0.00011,0.00053,,2.4,0.00037,0.00012,0.00067,0,0.00067,4.00E-07,0.01,0.02,0,,,,
姜粉,香料,0.114,335,72,0,0.00048,4.2,14,1.30E-05,0.02,0.214,0.48,58,0,0,0,0.168,0.93,1.32,9,2.6,5.60E-05,0.027,0,30,2.00E-06,5.00E-05,0,0.00017,0.0096,0.00048,0.00063,0.0007,0.0036,0.041,1.8,0.0002,0.00034,0.00051,0.00024,0.033,9.00E-05,0.00031,,3.4,0.00029,0.00015,0.00041,0,0,8.00E-07,0.22,0,0,,,,
马郁兰,香料,1.99,271,61,0,0.0011,7,40,0.000274,0.083,0.346,0.94,20,0,0,0,0.306,4.4,1.522,13,0.53,4.50E-06,0.077,0,8068,0.000403,0.00029,0,0.00032,0.0041,,0.0012,0.051,0.0036,0.044,,,,,,0.0054,,,,4.1,,,,0,0.0017,0.000622,,,,,,,
肉豆蔻,香料,0.184,525,49,0,0.001,36,21,7.60E-05,0.003,0.183,3.2,28,0,0,0,0.213,0.35,0.35,5.8,26,1.60E-06,0.016,,102,5.00E-06,0.00035,0,6.00E-05,0.0013,,0.00016,0.003,0.0022,0.0088,,,,,,0.0029,,,,3,,,,0,0,0,,,,,,,
洋葱粉,香料,0.384,341,79,0,0.00059,1,15,6.40E-05,0.0039,0.113,0.2,64,0,0,0,0.322,0.31,0.985,10,0.22,1.40E-05,0.073,0,0,0,0.00046,0,8.00E-05,0.00032,0.00073,0.00072,0.023,0.0041,0.039,1.7,0.00016,0.00014,0.00022,0.00049,0.0013,9.00E-05,0.00028,,6.6,0.00014,6.00E-05,0.00017,0,0.00027,4.10E-06,0.02,0,0,,,,
牛至,香料,1.597,265,69,0,0.00063,4.3,43,0.000237,0.037,0.27,0.72,26,0,0,0,0.148,1.4,1.26,9,1.6,4.50E-06,0.025,0,1701,8.50E-05,0.00018,0,0.00053,0.0046,0.00092,0.001,0.0023,0.0027,0.032,1.1,0.00014,0.00044,0.00078,0.0005,0.005,0.00013,0.00045,,4.1,0.00032,0.0002,0.00059,0,0.018,0.000622,0.62,0,0,,,,
辣椒粉,香料,0.229,282,54,0,0.00071,13,35,4.90E-05,0.021,0.178,1.7,19,0,0,0,0.314,7.8,2.28,14,2.1,6.30E-06,0.068,0,49254,0.002463,0.00033,0,0.0012,0.01,0.0025,0.0021,0.0009,0.0043,0.052,6.7,0.00025,0.00057,0.00092,0.00069,0.0016,0.0002,0.00061,,10,0.00049,7.00E-05,0.00075,0,0.029,8.00E-05,0.45,0,0,,,,
干欧芹,香料,1.14,292,51,0,0.00078,5.5,27,0.00018,0.022,0.4,0.76,24,0,0,0,0.436,3.1,2.683,27,1.4,1.40E-05,0.452,0,1939,9.70E-05,0.0002,0,0.0024,0.0099,0.0011,0.0009,0.125,0.0054,0.097,0.42,0.00072,0.0015,0.0028,0.0021,0.0098,0.0006,0.0017,,7.3,0.0012,0.00048,0.002,0,0.009,0.00136,1.9,0,0.02,0,0,1.2,
黑胡椒,香料,0.443,251,64,0,0.0013,3.3,25,1.70E-05,0.0097,0.171,0.74,39,0,0,0,0.158,1,1.329,10,1.4,4.90E-06,0.02,0,547,2.70E-05,0.00011,0,0.00018,0.0011,0.0014,0.00029,0,0.0012,0.011,0.23,0.00016,0.00037,0.001,0.00024,0.013,0.0001,0.00045,,0.64,0.00024,6.00E-05,0.00055,0,0.001,0.000164,0.15,0,0,,,,
卡宴辣椒,香料,0.148,318,57,0,0.00037,17,27,0.000106,0.0078,0.152,2.8,29,0,0,0,0.293,8.4,2.014,12,3.3,8.80E-06,0.03,,41610,0.002081,0.00033,0,0.00092,0.0087,,0.0025,0.076,0.0025,0.052,,,,,,0.002,,,,10,,,,0,0.03,8.00E-05,,,,,,,
白胡椒,香料,0.265,296,69,0,0.00091,2.1,26,1.00E-05,0.014,0.09,0.79,42,,,,0.176,0.62,0.073,10,0.63,3.10E-06,0.005,0,0,0,2.00E-05,0,0.00013,0.00021,,0.0001,0.021,0.0011,,,,,,,0.0043,,,,,,,,0,,,,,,,,,
罂粟籽,香料,1.438,525,28,0,0.0016,42,20,8.20E-05,0.0098,0.347,6,8.6,0,0,0,0.87,29,0.719,18,4.5,1.40E-05,0.026,0,0,0,0.00085,0,0.0001,0.0009,0.00032,0.00025,0.001,0.0079,0.0088,0.29,0.00047,0.00082,0.0013,0.00095,0.0067,0.0005,0.00076,,3,0.00069,0.00018,0.0011,0,0.0018,0,0.27,0,0,,,,
家禽调味料,香料,0.996,307,66,0,0.00084,7.5,11,0.000138,0.035,0.224,1.2,54,0,0,0,0.171,1.9,0.684,9.6,3.3,7.20E-06,0.027,0,2632,0.000132,0.00026,0,0.00019,0.003,,0.0013,0.012,0.0031,0.03,,,,,,0.0069,,,,1.8,,,,0,0.0013,0.000805,,,,,,,
南瓜派香料,香料,0.682,342,69,0,0.00048,13,15,2.40E-05,0.02,0.136,1.1,54,0,0,0,0.118,0.78,0.663,5.8,6.5,9.30E-06,0.052,,261,1.30E-05,0.00013,0,0.00014,0.0022,,0.0004,0.023,0.0024,0.021,,,,,,0.016,,,,7.8,,,,0,0.0019,2.80E-05,,,,,,,
干迷迭香,香料,1.28,331,64,0,0.00055,15,43,0.000307,0.029,0.22,3,21,0,0,0,0.07,2.3,0.955,4.9,7.4,4.60E-06,0.05,,3128,0.000156,0.00051,0,0.00043,0.001,,0.0017,0.061,0.0032,,,,,,,0.0019,,,,,,,,0,,,,,,,,,
藏红花,香料,0.111,310,65,0,0.00033,5.9,3.9,9.30E-05,0.011,0.264,0.43,61,0,0.01,0,0.252,2.1,1.724,11,1.6,5.60E-06,0.148,0,530,2.70E-05,0.00012,0,0.00027,0.0015,,0.001,0.081,0.0011,,,,,,,0.028,,,,,,,,0,,,,,,,,,
龙蒿,香料,1.139,295,50,0,0.00068,7.2,7.4,0.000274,0.032,0.347,0.47,43,0,0,0,0.313,3.7,3.02,23,1.9,4.40E-06,0.062,0,4200,0.00021,0.00025,0,0.0013,0.009,,0.0024,0.05,0.0039,,,,,,,0.008,,,,,,,,0,,,,,,,,,
干百里香,香料,1.89,276,64,0,0.00086,7.4,37,0.000274,0.124,0.22,0.47,27,0,0,0,0.201,1.2,0.814,9.1,2.7,4.60E-06,0.055,0,3800,0.00019,0.00051,0,0.0004,0.0049,,0.00055,0.05,0.0062,0.044,,,0.00047,0.00043,0.00021,0.0079,,,,1.7,0.00025,0.00019,0.0005,0,0.0075,0.001715,,,,,,,
姜黄,香料,0.168,312,67,0,0.0013,3.3,23,2.00E-05,0.055,0.208,0.45,44,0,0,0,0.299,0.76,2.08,9.7,1.8,6.20E-06,0.027,0.06,0,0,6.00E-05,0,0.00015,0.0014,0.00054,0.00011,0.0007,0.0045,0.049,0.45,0.00015,0.00047,0.00081,0.00038,0.02,0.00014,0.00053,,3.2,0.00033,0.00017,0.00066,0,0.0044,1.30E-05,0,0,0.08,,,,
芥末,香料,0.063,60,5.8,0,7.00E-05,3.3,4,7.00E-06,0.0016,0.048,2.2,1.8,0,0,0,0.108,0.77,0.152,3.7,0.21,3.40E-05,1.104,0.01,109,5.00E-06,0.00018,0,7.00E-05,0.00057,0.00025,7.00E-05,0.0003,0.00064,0.022,0.23,0.00012,0.00015,0.00029,0.00026,0.00042,8.00E-05,0.00016,0.64,0.92,0.00017,1.00E-05,0.00019,0,0.00036,1.40E-06,0.37,0.01,0,0.02,0,0.36,
食盐,香料,0.024,0,0,0,3.00E-05,0,0,0,0.00033,0.001,0,0,0,0,0,0,0,0.008,0,0,1.00E-07,38.758,0,0,0,0,0,0,0,0,0,0,0.0001,0,,0,0,0,0,0.0001,0,0,,0,0,0,0,0,0,0,,,,,,,
苹果醋,香料,0.007,21,0.93,0,1.00E-05,0,0,0,0.0002,0.005,0,0.93,0,0,0,0.008,0,0.073,0,0,1.00E-07,0.005,0,0,0,0,0,0,0,0,0,0,4.00E-05,0,0.3,0,0,0,0,0.00025,0,0,,0.4,0,0,0,0,0,0,,,,,,,
香草精,香料,0.011,288,13,0,7.00E-05,0.06,0,0,0.00012,0.012,0.01,13,0,0,0,0.006,0,0.148,0.06,0.01,0,0.009,0,0,0,1.00E-05,0,0.0001,0.00043,4.00E-05,3.00E-05,0,0.00011,,,,,,,0.00023,,,,13,,,,0,0,0,,,,,,,
醋,香料,0.006,18,0.04,0,1.00E-05,0,0,0,3.00E-05,0.001,0,0.04,0,0,0,0.004,0,0.002,0,0,5.00E-07,0.002,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,,,,,,6.00E-05,,,,0.04,,,,0,0,0,,,,,,,
刺山柑,香料,0.04,23,4.9,0,0.00037,0.86,3.2,2.30E-05,0.0017,0.033,0.06,1.7,0,0,0,0.01,0.3,0.04,2.4,0.23,1.20E-06,2.348,0,138,7.00E-06,2.00E-05,0,0.00014,0.00065,3.00E-05,2.00E-05,0.0043,0.00032,0.0065,,,,,,8.00E-05,,,,0.41,,,,0,0.00088,2.50E-05,,,,,,,
辣根,香料,0.056,48,11,0,6.00E-05,0.69,3.3,5.70E-05,0.00042,0.027,0.13,8,0,0,0,0.031,0.34,0.246,1.2,0.09,2.80E-06,0.42,0,2,0,1.00E-05,0,2.00E-05,0.00039,9.00E-05,7.00E-05,0.025,0.00083,0.0065,,,,,,0.00013,,,0,8,,,,0,1.00E-05,1.30E-06,,,,,,,
留兰香,香料,0.199,44,8.4,0,0.00024,0.73,6.8,0.000105,0.012,0.063,0.03,1.6,,,,0.06,0.39,0.458,3.3,0.19,,0.03,0,4054,0.000203,8.00E-05,0,0.00018,0.00095,0.00025,0.00016,0.013,0.0011,,,7.00E-05,0.00014,0.00025,0.00014,0.0011,5.00E-05,0.00017,,,0.00014,5.00E-05,0.00016,0,,,,,,,,,
香醋,香料,0.027,88,17,,3.00E-05,0,,,0.00072,0.012,,17,,,,0.019,,0.112,0.49,0,,0.023,0,0,0,,,,,,,0,8.00E-05,,7.4,,,,,0.00013,,,,15,,,,,,,,,,,,,
塔可调味料,香料,,188,56,0,,0,19,,0.0068,,,37,,,,,,,0,0,,8.068,0,9381,,,,,,,,0.045,,,,,,,,,,,,19,,,,,,,,,,,,,
蛋黄酱,香料,0.008,680,0.57,0.042,2.00E-05,75,0,5.00E-06,0.00021,0.001,17,0.57,0.01,0,0,0.021,45,0.02,0.96,12,2.30E-06,0.635,0.19,65,1.60E-05,1.00E-05,1.20E-07,2.00E-05,0,0.00017,1.00E-05,0,0.00015,0.034,0.05,3.00E-05,7.00E-05,0.0001,7.00E-05,1.00E-05,4.00E-05,6.00E-05,,0.57,6.00E-05,2.00E-05,7.00E-05,2.00E-07,0.0033,0.000163,5.3,0.03,0.13,0,0,39,
可可固体,香料,0.128,228,58,0,0.0038,14,37,3.20E-05,0.014,0.499,4.6,21,0,0,0,0.734,0.44,1.524,20,8.1,1.40E-05,0.021,,0,0,8.00E-05,0,0.00024,0.0022,0.00025,0.00012,0,0.0068,0.012,,0.00034,0.00076,0.0012,0.00098,0.0038,0.0002,0.00094,,1.8,0.00078,0.00029,0.0012,0,0.0001,2.50E-06,,,,,,,
苜蓿籽,坚果类,0.032,23,2.1,0,0.00016,0.69,1.9,3.60E-05,0.00096,0.027,0.06,0.2,0,0,0,0.07,0.41,0.079,4,0.07,6.00E-07,0.006,0,155,8.00E-06,8.00E-05,0,0.00013,0.00048,0.00056,3.00E-05,0.0082,0.00092,0.014,0.12,,0.00014,0.00027,0.00021,0.00019,,,,0.2,0.00013,,0.00015,0,2.00E-05,3.10E-05,,,,,,,
萝卜籽,坚果类,0.051,43,3.6,0,0.00012,2.5,,9.50E-05,0.00086,0.044,0.42,3.6,,,,0.113,1.1,0.086,3.8,0.77,6.00E-07,0.006,0,391,2.00E-05,0.0001,0,0.0001,0.0029,0.00073,0.00029,0.029,0.00056,,,,,,,0.00026,,,,,,,,0,,,,,,,,,
莲子,坚果类,0.163,332,64,0,0.00035,2,,0.000104,0.0035,0.21,0.39,64,,,,0.626,1.2,1.368,15,0.33,,0.005,,50,3.00E-06,0.00064,0,0.00015,0.0016,0.00085,0.00063,0,0.0011,,,0.00043,0.00077,0.0012,0.00099,0.0023,0.00027,0.00077,,,0.00075,0.00022,0.00099,0,,,,,,,,,
红花,坚果类,0.078,517,34,0,0.0017,38,,0.00016,0.0049,0.353,4.8,34,,,,0.644,28,0.687,16,3.7,,0.003,,50,3.00E-06,0.0012,0,0.00042,0.0023,0.004,0.0012,0,0.0051,,,0.00045,0.00072,0.0012,0.00053,0.002,0.00028,0.00081,,,0.00059,0.00018,0.001,0,,,,,,,,,
橡子,坚果类,0.041,387,41,0,0.00062,24,,8.70E-05,0.00079,0.062,15,41,,,,0.079,4.6,0.539,6.2,3.1,,0,,39,2.00E-06,0.00011,0,0.00012,0.0018,0.00072,0.00053,0,0.00051,,,0.00017,0.00029,0.00049,0.00038,0.0013,0.0001,0.00027,,,0.00024,7.00E-05,0.00035,,,,,,,,,,
杏仁,坚果类,0.269,579,22,0,0.001,50,13,4.40E-05,0.0037,0.27,32,9.1,0,0,0,0.481,12,0.733,21,3.8,4.10E-06,0.001,0.02,2,0,0.00021,0,0.0011,0.0036,0.00047,0.00014,0,0.0031,0.052,0.11,0.00054,0.00075,0.0015,0.00057,0.0022,0.00016,0.0011,0.72,4.4,0.0006,0.00021,0.00086,0,0.026,0,0,0,0,,,12,
杏仁酱,坚果类,0.172,458,48,0,0.00045,28,4.8,7.30E-05,0.0016,0.13,18,43,0,0,0,0.258,5.8,0.314,9,2.6,4.20E-06,0.009,,0,0,8.00E-05,0,0.00041,0.0014,0.00011,4.00E-05,0.0001,0.0015,0.029,,,,,,0.00086,,,,36,,,,0,0.014,0,,,,,,,
山毛榉果,坚果类,0.001,576,34,0,0.00067,50,,0.000113,0.0025,0,22,34,,,,0,20,1.017,6.2,5.7,,0.038,,0,0,0.0003,0,0.00037,0.00088,0.00093,0.00068,0.016,0.00036,,,0.00017,0.00025,0.00037,0.00037,0.0013,0.00015,0.00026,,,0.00022,7.00E-05,0.00035,,,,,,,,,,
巴西果,坚果类,0.16,659,12,0,0.0017,67,7.5,2.20E-05,0.0024,0.376,24,4.2,0,0,0,0.725,24,0.659,14,16,0.001917,0.003,,0,0,0.00062,0,4.00E-05,0.0003,0.00018,0.0001,0.0007,0.0041,0.029,0,0.00041,0.00052,0.0012,0.00049,0.0012,0.0011,0.00064,0.25,2.3,0.00037,0.00014,0.00076,0,0.0057,0,0.02,0,0.02,,,24,
山毛榉坚果  ,坚果类,0.037,553,30,0,0.0022,44,3.3,2.50E-05,0.0067,0.292,24,27,0,0,0,0.593,7.8,0.66,18,7.8,2.00E-05,0.012,,0,0,0.00042,0,6.00E-05,0.0011,0.00086,0.00042,0.0005,0.0058,,0.05,0.00046,0.00079,0.0015,0.00093,0.0017,0.00036,0.00095,23,5.9,0.00069,0.00029,0.0011,0,0.0009,3.40E-05,,0,,,,,
巴西坚果  ,坚果类,0.046,131,28,0,0.00047,1.4,,3.80E-05,0.0017,0.054,0.48,28,,,,0.099,0.55,0.715,2,0.26,,0.027,,17,1.00E-06,0.00015,0,0.0001,0.00073,0.00032,0.00023,0.027,0.00025,,,6.00E-05,8.00E-05,0.00012,0.00012,0.00085,5.00E-05,8.00E-05,,,7.00E-05,2.00E-05,0.00011,0,,,,,,,,,
腰果  ,坚果类,0.114,628,17,0,0.0017,61,9.7,0.000113,0.0047,0.163,46,7,0,0,0,0.29,7.9,0.68,15,4.5,2.40E-06,0,,20,1.00E-06,0.00064,0,0.00011,0.0018,0.00092,0.00056,0.0063,0.0025,0.046,0.07,0.00043,0.00055,0.0011,0.00042,0.0062,0.00022,0.00066,0.48,4.3,0.0005,0.00019,0.0007,0,0.015,1.40E-05,,0,,,,,
栗子  ,坚果类,0.002,182,38,0,0.00027,1.7,,5.40E-05,0.001,0.027,0.62,38,,,,0.124,0.62,0.51,4.3,0.32,,0.007,,558,2.80E-05,0.00022,0,9.00E-05,0.006,0.00016,0.00033,0.015,0.00034,,,0.0001,0.00021,0.00032,0.00021,0.00011,6.00E-05,0.00017,,,0.00027,7.00E-05,0.00028,0,,,,,,,,,
